margin_percentage,quantity,notes,total_cost,image_url,cosmetic_items,mercadoria_items,estimated_profit,additional_costs,final_price,suggested_price,name,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"60","1","","42.617000000000004","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/db4ed829f_image.jpg","[{""quantity"":2,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96},{""quantity"":1,""product_name"":""Geleia de banho blumem"",""product_id"":""698098262defc18877125755"",""cost_price"":16}]","[{""mercadoria_id"":""69dd29bbb08cced82cc42890"",""unit_cost"":7,""quantity"":1,""mercadoria_name"":""Cesta oval 18""},{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":1,""mercadoria_name"":""Fita juta ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""69654adc7e8c47107e46ce76"",""unit_cost"":9.8,""quantity"":1,""mercadoria_name"":""Fita de cetim gitex ""}]","25.382999999999996","{""other"":0,""labor"":0}","68","68.1872","Kit de coração e geleia ","active","69e14fd9f651c030ec0c4126","2026-04-16T21:08:41.334000","2026-04-16T21:10:02.157000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"100","1","","57.834","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/af023828b_image.jpg","[{""quantity"":1,""product_name"":""Creme eudora baunilha "",""product_id"":""69d69b382c39edede925ce3f"",""cost_price"":36.68},{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96}]","[{""mercadoria_id"":""69dd3893705bf82906d8aa56"",""unit_cost"":5.934,""quantity"":1,""mercadoria_name"":""Embalagem de flores ""},{""mercadoria_id"":""69dd39274bac91d7e7ecdc5f"",""unit_cost"":0.479,""quantity"":2,""mercadoria_name"":""Fita ""},{""mercadoria_id"":""6989cbc165679fde4fed2268"",""unit_cost"":6.185,""quantity"":1,""mercadoria_name"":""Sabonete avulsa eudora ""},{""mercadoria_id"":""69848b18ea131f7c3f928f7b"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Adesivo com carinhon""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""69d8fcd5a8a01b5f0f265b53"",""unit_cost"":4.99,""quantity"":1,""mercadoria_name"":""Porta retrato ""}]","57.166","{""other"":0,""labor"":0}","115","115.668","Kit Creme Eudora com porta retrato e sabonetes","active","69e14e8d4ccaeffbbf62547a","2026-04-16T21:03:09.662000","2026-04-16T21:03:09.662000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"60","1","","180.83033333333333","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/ff6ec9815_image.jpg","[{""quantity"":1,""product_name"":""Sabonete massageador "",""product_id"":""69809882cd75c350ba729562"",""cost_price"":9},{""quantity"":1,""product_name"":""Kit siage "",""product_id"":""69d6a564060b270c0e81b477"",""cost_price"":59.92},{""quantity"":2,""product_name"":""Desodorante eudora "",""product_id"":""6984906d991010019846421a"",""cost_price"":26.24}]","[{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698095b0b6d7ce92c11d3617"",""unit_cost"":4.453333333333333,""quantity"":1,""mercadoria_name"":""Ducha de banho""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""},{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":2,""mercadoria_name"":""Fita juta ""},{""mercadoria_id"":""69dd29bbb08cced82cc42890"",""unit_cost"":7,""quantity"":4,""mercadoria_name"":""Cesta oval 18""},{""mercadoria_id"":""69d8fc27992dc81bfd937fd7"",""unit_cost"":15.99,""quantity"":1,""mercadoria_name"":""Toalha""}]","108.16966666666667","{""other"":0,""labor"":0}","289","289.3285333333333","Kit banho Dia das Mães ","active","69e14cb16b5b350b1cf645a5","2026-04-16T20:55:13.199000","2026-04-16T20:55:13.199000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","1","","86.707","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/42731e5a9_image.jpg","[{""quantity"":1,""product_name"":""Sabonete mãe "",""product_id"":""69dd37cb64fbcf97adb7e6f1"",""cost_price"":10},{""quantity"":1,""product_name"":""Esfoliante blumen"",""product_id"":""69a9c37fbd235d6a3d72dd79"",""cost_price"":24},{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96},{""quantity"":1,""product_name"":""Geleia de banho blumem"",""product_id"":""698098262defc18877125755"",""cost_price"":16}]","[{""mercadoria_id"":""69b30ccdd2ae849166cc51fa"",""unit_cost"":18.99,""quantity"":1,""mercadoria_name"":""Necessárie""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":3,""mercadoria_name"":""Fita juta ""}]","72.293","{""other"":0,""labor"":0}","159","156.0726","Kit com nécessaire com produtos artesanais ","active","69e144ee838b36f455726f8b","2026-04-16T20:22:06.732000","2026-04-16T20:22:06.732000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"110","2","","46.06","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/704a92504_image.jpg","[{""quantity"":1,""product_name"":""Hidratante 200ml cereja e avelã "",""product_id"":""69d685061b06b0caffeb0ec1"",""cost_price"":19.53}]","[{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":3,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""69dd29bbb08cced82cc42890"",""unit_cost"":7,""quantity"":1,""mercadoria_name"":""Cesta oval 18""},{""mercadoria_id"":""69dd2370bd2791728267c507"",""unit_cost"":7.5,""quantity"":1,""mercadoria_name"":""Mini almofada ""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":2,""mercadoria_name"":""Sabonetes avulso natura ""}]","52.94","{""other"":0,""labor"":0}","99","96.72600000000001","Kit almofada com hidrante 200ml e 2 sabonete da natura ","active","69e141e0f23f4f5d5d3ffe80","2026-04-16T20:09:04.998000","2026-04-16T20:11:21.616000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"90","2","","68.5579","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/c01be8221_image.jpg","[{""quantity"":1,""product_name"":""Kit Seve "",""product_id"":""69d68f23cc41528a90226bd7"",""cost_price"":55.22},{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96}]","[{""mercadoria_id"":""69d3f6820f0e893f97dcf12c"",""unit_cost"":0.3799,""quantity"":1,""mercadoria_name"":"" Papel de seda palha ""},{""mercadoria_id"":""69dd2326a91619247d910d95"",""unit_cost"":9.198,""quantity"":1,""mercadoria_name"":""Sacola transparente ""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":1,""mercadoria_name"":""Fita de cetim ""}]","60.442099999999996","{""other"":0,""labor"":0}","129","130.26001","Kit Sève com sabonete barra","active","69e13ea2aa987d3b29fe5070","2026-04-16T19:55:14.352000","2026-04-16T19:55:14.352000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"110","1","","24.136666666666667","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/2cb701af2_image.jpg","[]","[{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":1,""mercadoria_name"":""Fita juta ""},{""mercadoria_id"":""698096838c29ffe6d7be6ab1"",""unit_cost"":8.996666666666666,""quantity"":1,""mercadoria_name"":""Porta joia ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":2,""mercadoria_name"":""Sabonetes avulso natura ""}]","25.863333333333333","{""other"":0,""labor"":0}","50","50.687000000000005","Kit porta joia ","active","69e13bf9d53d9abae04e78f6","2026-04-16T19:43:53.393000","2026-04-16T19:43:53.393000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","3","","31.287","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b2b780a88_image.jpg","[{""quantity"":1,""product_name"":""Feliz dia "",""product_id"":""69ceb911473f70f71806d0ae"",""cost_price"":27.03}]","[{""mercadoria_id"":""69b852f220026093608ffb23"",""unit_cost"":3.29,""quantity"":1,""mercadoria_name"":""Mini cesta 11cm""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""}]","24.713","{""other"":0,""labor"":0}","56","56.3166","Kit feliz Dia ","active","69e137c804f2710aed6d2035","2026-04-16T19:26:00.895000","2026-04-16T19:29:06.009000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"200","2","","16.898","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/967c5c93d_image.jpg","[{""quantity"":1,""product_name"":""Creme de mão rosa absolute"",""product_id"":""69e1340c2fbb370f5cd9b835"",""cost_price"":12.68},{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96}]","[{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":3,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""}]","33.102000000000004","{""other"":0,""labor"":0}","50","50.694","Kit Xícara com creme de mão e mini ","active","69e135c4e7d0109b7a4c043d","2026-04-16T19:17:24.377000","2026-04-29T13:37:17.702000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"100","2","","34.069500000000005","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/ef467a339_image.jpg","[{""quantity"":1,""product_name"":""Hidratante 200ml cereja e avelã "",""product_id"":""69d685061b06b0caffeb0ec1"",""cost_price"":19.53}]","[{""mercadoria_id"":""69e12c2aef1b9dc7a96578dd"",""unit_cost"":8,""quantity"":1,""mercadoria_name"":""Caneca pequena ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""6980952e026047df3d5cf0f4"",""unit_cost"":3.9899999999999998,""quantity"":1,""mercadoria_name"":""Cesta redonda 13 cm ""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2.5,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""},{""mercadoria_id"":""69848af06b3793e39d349d0b"",""unit_cost"":0.48,""quantity"":1,""mercadoria_name"":""Mimo para vc ""}]","33.930499999999995","{""other"":0,""labor"":0}","68","68.13900000000001","Kit hidra 180ml Eudora   Cereja e avelã + canecapequena ","active","69e12e432f215c5f136d4aed","2026-04-16T18:45:23.361000","2026-04-16T18:45:23.361000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"65","5","","17.37892857142857","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/4038f0faa_image.jpg","[]","[{""mercadoria_id"":""6989cbc165679fde4fed2268"",""unit_cost"":6.185,""quantity"":2,""mercadoria_name"":""Sabonete avulsa eudora ""},{""mercadoria_id"":""69848b18ea131f7c3f928f7b"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Adesivo com carinhon""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":2,""mercadoria_name"":""Fita de cetim ""},{""mercadoria_id"":""6965534c6042cea6b78f09fd"",""unit_cost"":1.2489285714285714,""quantity"":1,""mercadoria_name"":""Caixa 13x9x4""}]","11.221071428571431","{""other"":0,""labor"":0}","28.6","28.67523214285714","Kit 2 sabonete jequiti","active","698f785155eb3834c8d18f85","2026-02-13T19:15:29.487000","2026-03-03T19:15:41.414000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"150","1","","7.546","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/0b50edef8_image.jpg","[]","[{""mercadoria_id"":""698dc9b695a313cfdb0106a1"",""unit_cost"":2.5,""quantity"":1,""mercadoria_name"":""Caixa lembrancinha ""},{""mercadoria_id"":""69848b18ea131f7c3f928f7b"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Adesivo com carinhon""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":1,""mercadoria_name"":""Sabonetes avulso natura ""}]","10.454","{""other"":0,""labor"":0}","18","18.865000000000002","Kit toalha e sabonete ","active","698e347ac645c13c0bb1f812","2026-02-12T20:13:46.968000","2026-03-03T19:13:31.734000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"65","0","","28.576666666666668","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/40edd587c_image.jpg","[]","[{""mercadoria_id"":""6989e4be17aa1dac038d3951"",""unit_cost"":20.78,""quantity"":1,""mercadoria_name"":""Creme de mão ""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""69654a69d581734a67bae44c"",""unit_cost"":0.049,""quantity"":1,""mercadoria_name"":""Etiqueta para presente ""},{""mercadoria_id"":""69655d4259bb478bf3579e1a"",""unit_cost"":2.8646666666666665,""quantity"":1,""mercadoria_name"":""Caixa 15x15x4""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":2,""mercadoria_name"":""Fita de cetim ""}]","18.423333333333332","{""other"":0,""labor"":0}","47","47.1515","Kit creme de mão ","active","6989e559d105eac2208b8aa3","2026-02-09T13:47:05.591000","2026-05-15T12:36:37.549000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"85","1","","35.782","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/cf8d74b50_image.jpg","[{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96},{""quantity"":1,""product_name"":""Sabonete massageador "",""product_id"":""69809882cd75c350ba729562"",""cost_price"":9},{""quantity"":1,""product_name"":""Geleia de banho blumem"",""product_id"":""698098262defc18877125755"",""cost_price"":16}]","[{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""6980de9f20b8d8c438c4795b"",""unit_cost"":3.5,""quantity"":1,""mercadoria_name"":""Sacola transparente ""},{""mercadoria_id"":""6980952e026047df3d5cf0f4"",""unit_cost"":3.9899999999999998,""quantity"":1,""mercadoria_name"":""Cesta redonda 13 cm ""},{""mercadoria_id"":""69654a69d581734a67bae44c"",""unit_cost"":0.049,""quantity"":1,""mercadoria_name"":""Etiqueta para presente ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""}]","29.218000000000004","{""other"":0,""labor"":0}","65","66.19669999999999","Cesta geleia ","active","6982383f03b89d032d7dde5f","2026-02-03T18:02:39.169000","2026-05-15T12:35:56.424000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
