notes,total_cost,total_amount,sale_date,sale_type,customer_name,customer_id,items,profit,payment_method,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"","25.5","30","2026-03-03T18:08:16.941Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":30,""product_name"":""Hidratante 180ml cereja rogue "",""subtotal"":30,""product_id"":""69665277bce65c3ee4d3aac7"",""cost_price"":25.5}]","4.5","dinheiro","concluida","69a723917f3f5b404b27068f","2026-03-03T18:08:17.147000","2026-03-03T18:08:17.147000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","29.75","35","2026-03-03T18:06:54.464Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":35,""product_name"":""Cereja livre "",""subtotal"":35,""product_id"":""69a72334cc2ff7b2e992428a"",""cost_price"":29.75}]","5.25","dinheiro","concluida","69a7233e31075ce1cdf66735","2026-03-03T18:06:54.638000","2026-03-03T18:06:54.638000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","25","30","2026-03-03T18:03:19.642Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":30,""product_name"":""Hidratante floratta rose 200ml "",""subtotal"":30,""product_id"":""696652128ed9e79a38886600"",""cost_price"":25}]","5","dinheiro","concluida","69a72267c0019526f3c8c6ce","2026-03-03T18:03:19.820000","2026-03-03T18:03:19.820000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","96.82","145","2026-03-03T18:01:30.093Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":145,""product_name"":""Colônia Linda Felicidade "",""subtotal"":145,""product_id"":""69664e67423e346b6b25ccc3"",""cost_price"":96.82}]","48.18000000000001","dinheiro","concluida","69a721fa88f1ae93b52d0916","2026-03-03T18:01:30.250000","2026-03-03T18:01:30.250000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","47","2026-02-28T13:43:24.639Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":47,""product_name"":""Raiane"",""subtotal"":47,""product_id"":""69a2f0f6566e938d59068c9b"",""cost_price"":0}]","47","cartao","concluida","69a2f0fc3620d2581ee63e3f","2026-02-28T13:43:24.907000","2026-02-28T13:43:24.907000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","35.782","70","2026-02-28T13:42:31.521Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":70,""product_name"":""Cesta geleia "",""subtotal"":70,""product_id"":""6982383f03b89d032d7dde5f"",""cost_price"":35.782}]","34.218","pix","concluida","69a2f0c75479caeec14cda97","2026-02-28T13:42:31.739000","2026-02-28T13:42:31.739000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","105.9","2026-02-28T13:41:05.746Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":105.9,""product_name"":""Maike"",""subtotal"":105.9,""product_id"":""69a2f06a1e9ac4e361f556f9"",""cost_price"":0}]","105.9","pix","concluida","69a2f0713255cfb26d49c87c","2026-02-28T13:41:05.974000","2026-02-28T13:41:05.974000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","32.13","45.9","2026-02-28T13:38:17.468Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":45.9,""product_name"":""Shampoo mmbb 200ml"",""subtotal"":45.9,""product_id"":""69650633ffcc1c25245d0d52"",""cost_price"":32.13}]","13.769999999999996","cartao","concluida","69a2efc95bcf1cc36af74279","2026-02-28T13:38:17.717000","2026-02-28T13:38:17.717000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","35","2026-02-28T13:37:48.876Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":35,""product_name"":""Sabonete pote"",""subtotal"":35,""product_id"":""69a2efa5a91cf72e12084331"",""cost_price"":0}]","35","cartao","concluida","69a2efad05fd1f1d4b230c35","2026-02-28T13:37:49.080000","2026-02-28T13:37:49.080000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","54.9","2026-02-28T13:37:01.774Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":54.9,""product_name"":""Hidra mama"",""subtotal"":54.9,""product_id"":""69a2ef764efef059cd557d47"",""cost_price"":0}]","54.9","pix","concluida","69a2ef7d9f4cb59d7a7ff9cb","2026-02-28T13:37:01.995000","2026-02-28T13:37:01.995000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","46.8","2026-02-28T13:35:43.967Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":46.8,""product_name"":""Kit Conceição "",""subtotal"":46.8,""product_id"":""699c4ee419dbc6e527ed5c18"",""cost_price"":0}]","46.8","dinheiro","concluida","69a2ef3090dfce4875ed6f2f","2026-02-28T13:35:44.181000","2026-02-28T13:35:44.181000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"","0","59.9","2026-02-23T13:00:20.314Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":59.9,""product_name"":""Kit Angélica "",""subtotal"":59.9,""product_id"":""699c4f5c9542e36eecc4df02"",""cost_price"":0}]","59.9","pix","concluida","699c4f64c8d321bbaf043b21","2026-02-23T13:00:20.498000","2026-02-23T13:00:20.498000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","0","52.5","2026-02-23T12:59:10.452Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":52.5,""product_name"":""Dina"",""subtotal"":52.5,""product_id"":""699c4f164b02249185840a39"",""cost_price"":0}]","52.5","pix","concluida","699c4f1e94eccb734f481dbc","2026-02-23T12:59:10.663000","2026-02-23T12:59:10.663000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","0","46.8","2026-02-23T12:58:22.744Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":46.8,""product_name"":""Kit Conceição "",""subtotal"":46.8,""product_id"":""699c4ee419dbc6e527ed5c18"",""cost_price"":0}]","46.8","cartao","concluida","699c4eee5ccea09b7498ba9c","2026-02-23T12:58:22.933000","2026-02-23T12:58:22.933000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","103","173","2026-02-23T12:55:40.877Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":173,""product_name"":""Kit tamiris "",""subtotal"":173,""product_id"":""699c4e40ac005aaf58cb91d2"",""cost_price"":103}]","70","cartao","concluida","699c4e4db30fd111f7a7118b","2026-02-23T12:55:41.058000","2026-02-23T12:55:41.058000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","45","75","2026-02-23T12:47:28.514Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":75,""product_name"":""Kit kaiak"",""subtotal"":75,""product_id"":""699c4c56a92489069ddce741"",""cost_price"":45}]","30","cartao","concluida","699c4c60f429bd270b0d1cf3","2026-02-23T12:47:28.708000","2026-02-23T12:47:28.708000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","28.242333333333335","56","2026-02-23T12:44:52.227Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":56,""product_name"":""Sacola com geleia e ducha "",""subtotal"":56,""product_id"":""698252c9fc972c99db05201b"",""cost_price"":28.242333333333335}]","27.757666666666665","cartao","concluida","699c4bc411fad25071835351","2026-02-23T12:44:52.431000","2026-02-23T12:44:52.431000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","18.069499999999998","32.9","2026-02-19T17:59:13.457Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":32.9,""product_name"":""Kit com mini licor "",""subtotal"":32.9,""product_id"":""6978c77a893610ad940a117f"",""cost_price"":18.069499999999998}]","14.8305","pix","concluida","69974f719689fa6798086bce","2026-02-19T17:59:13.783000","2026-02-19T17:59:13.783000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","16.42","27","2026-02-19T17:58:32.764Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":27,""product_name"":""Desodorante creme karitê 80g "",""subtotal"":27,""product_id"":""6964e73731f31c6a00d2e381"",""cost_price"":16.42}]","10.579999999999998","cartao","concluida","69974f49e66696488cbe1ff4","2026-02-19T17:58:33.022000","2026-02-19T17:58:33.022000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","49.22","57.9","2026-02-19T17:55:50.763Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":57.9,""product_name"":""Creme de mão nativa spa ameixa "",""subtotal"":57.9,""product_id"":""696658d37ffe1820dc2ffca8"",""cost_price"":49.22}]","8.68","pix","concluida","69974ea6aa807d3cd27057b9","2026-02-19T17:55:50.926000","2026-02-19T17:55:50.926000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","130.13","185.9","2026-02-19T17:55:21.311Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":185.9,""product_name"":""Colônia Luna Ousadia"",""subtotal"":185.9,""product_id"":""696682f719b310b6504602f8"",""cost_price"":130.13}]","55.77000000000001","cartao","concluida","69974e89c24ad632ecda4afa","2026-02-19T17:55:21.475000","2026-02-19T17:55:21.475000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","6.45","20","2026-02-19T17:52:31.110Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":20,""product_name"":""Serum facial anti oleosidade "",""subtotal"":20,""product_id"":""696e2ab8e13b0c4164bc45f0"",""cost_price"":6.45}]","13.55","dinheiro","concluida","69974ddf5585c541a31fbe38","2026-02-19T17:52:31.267000","2026-02-19T17:52:31.267000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","24","35","2026-02-19T17:51:11.128Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":35,""product_name"":""Esfoliante Blumen "",""subtotal"":35,""product_id"":""696e998706f276f19985aa6d"",""cost_price"":24}]","11","pix","concluida","69974d8feafe223793d571ea","2026-02-19T17:51:11.254000","2026-02-19T17:51:11.254000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","16.99","34","2026-02-19T17:50:13.114Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":34,""product_name"":""Máscara Serum cílios +sobrancelhas "",""subtotal"":34,""product_id"":""696e636f1f3eeccc32e68726"",""cost_price"":16.99}]","17.01","cartao","concluida","69974d550fc311afec2d4f7c","2026-02-19T17:50:13.725000","2026-02-19T17:50:13.725000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","50","100","2026-02-19T12:22:04.200Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":100,""product_name"":""Colônia Sr n "",""subtotal"":100,""product_id"":""699700466041db4aca9e4bb2"",""cost_price"":50}]","50","dinheiro","concluida","6997006c3a1fd0afb2b62463","2026-02-19T12:22:04.364000","2026-02-19T12:22:04.364000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","36.427","70","2026-02-18T18:13:59.187Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":70,""product_name"":""Kit cassis "",""subtotal"":70,""product_id"":""698242807d7283fe3318ccaf"",""cost_price"":36.427}]","33.573","cartao","concluida","69960167690e6347b9317edc","2026-02-18T18:13:59.461000","2026-02-18T18:13:59.461000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","0","22","2026-02-18T18:12:56.646Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":22,""product_name"":""Kit carol"",""subtotal"":22,""product_id"":""6996011ad35f2b0eeaf93dbc"",""cost_price"":0}]","22","pix","concluida","69960128b7e954111a448337","2026-02-18T18:12:56.884000","2026-02-18T18:12:56.884000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","30.72","51.9","2026-02-18T18:12:09.439Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":28,""product_name"":""Mousse de limpeza facial ácido hialurônico "",""subtotal"":28,""product_id"":""696e44dba4ee316d1674f35b"",""cost_price"":13.99},{""quantity"":1,""unit_price"":23.9,""product_name"":"" Batom Bege fresh"",""subtotal"":23.9,""product_id"":""696529114acf76237a9c0db3"",""cost_price"":16.73}]","21.18","pix","concluida","699600f9aae287da94a6ddd0","2026-02-18T18:12:09.655000","2026-02-18T18:12:09.655000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","0","75","2026-02-18T18:11:20.147Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":75,""product_name"":""Kit eudora "",""subtotal"":75,""product_id"":""699600af60f9a5d042eba94a"",""cost_price"":0}]","75","dinheiro","concluida","699600c8f54330f76097a1c2","2026-02-18T18:11:20.382000","2026-02-18T18:11:20.382000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","54.99550000000001","101.9","2026-02-18T18:08:45.886Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":77,""product_name"":""Caixa com caneca "",""subtotal"":77,""product_id"":""6978f3cb4c471eb2e30e3885"",""cost_price"":44.005500000000005},{""quantity"":1,""unit_price"":24.9,""product_name"":""Óleo de rosa mosqueta max love "",""subtotal"":24.9,""product_id"":""696e245e1e86b80be007d6c5"",""cost_price"":10.99}]","46.9045","pix","concluida","6996002e06bb135ef5237460","2026-02-18T18:08:46.099000","2026-02-18T18:08:46.099000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","57.55875","105","2026-02-18T18:05:47.286Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":105,""product_name"":""Kit toalha "",""subtotal"":105,""product_id"":""6978ff78ef896892f6f7a95e"",""cost_price"":57.55875}]","47.44125","pix","concluida","6995ff7bce2bd80c2c245e15","2026-02-18T18:05:47.541000","2026-02-18T18:05:47.541000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","46.66","54.9","2026-02-18T17:59:15.381Z","pronta_entrega","","","[{""quantity"":1,""unit_price"":54.9,""product_name"":""Hidratante 200ml nuvem "",""subtotal"":54.9,""product_id"":""6995fd2a748d145f762da8aa"",""cost_price"":46.66}]","8.240000000000002","pix","concluida","6995fdf38cf730b234377413","2026-02-18T17:59:15.628000","2026-02-18T17:59:15.628000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","98.13000000000001","129.7","2026-02-18T17:59:04.652Z","pronta_entrega","","","[{""quantity"":0,""unit_price"":54.9,""product_name"":""Hidratante 200ml nuvem "",""subtotal"":0,""product_id"":""6995fd2a748d145f762da8aa"",""cost_price"":46.66},{""quantity"":1,""unit_price"":48.9,""product_name"":""Kit presente obrigada "",""subtotal"":48.9,""product_id"":""6967ecb0a3ae2b2b05f974db"",""cost_price"":41.56},{""quantity"":1,""unit_price"":56.9,""product_name"":""Deo corporal kaiak pulso "",""subtotal"":56.9,""product_id"":""69669dc0c2d85004434ec324"",""cost_price"":39.84},{""quantity"":1,""unit_price"":23.9,""product_name"":""Batom cookie nude"",""subtotal"":23.9,""product_id"":""696529a4be11e107f60190d0"",""cost_price"":16.73}]","31.56999999999998","pix","concluida","6995fde8118396075e471d5d","2026-02-18T17:59:04.867000","2026-02-18T17:59:04.867000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","58.56","86.9","2026-01-23T16:40:23.583Z","pronta_entrega","","","[{""product_id"":""6967de9fbb8eee170510084c"",""product_name"":""Hidratante nativa SPA ameixa negra 400ml"",""quantity"":1,""unit_price"":86.9,""cost_price"":58.56,""subtotal"":86.9}]","28.340000000000003","pix","concluida","6973a477f64a7d20b06c8244","2026-01-23T16:40:23.865000","2026-01-23T16:40:23.865000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","42","69.8","2026-01-23T16:40:10.522Z","pronta_entrega","","","[{""product_id"":""6973a44a514b5c5f0e04d1b9"",""product_name"":""Sabonete natura "",""quantity"":2,""unit_price"":34.9,""cost_price"":21,""subtotal"":69.8}]","27.799999999999997","pix","concluida","6973a46a5b7762187cb08dc2","2026-01-23T16:40:10.814000","2026-01-23T16:40:10.814000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","40.56","63.699999999999996","2026-01-23T11:32:29.489Z","pronta_entrega","","","[{""product_id"":""6967f0773a999d1948969b77"",""product_name"":""Body splash egeo dolce"",""quantity"":1,""unit_price"":49.9,""cost_price"":33.92,""subtotal"":49.9},{""product_id"":""696e5caf9e4fa9a243c7a620"",""product_name"":""Balm hidratante Mia make "",""quantity"":1,""unit_price"":11,""cost_price"":5.34,""subtotal"":11},{""product_id"":""696e5f8eecd6b74a61047300"",""product_name"":""Máscara facial colágeno "",""quantity"":1,""unit_price"":2.8,""cost_price"":1.3,""subtotal"":2.8}]","23.139999999999993","dinheiro","concluida","69735c4d1de7a0ee02d01e20","2026-01-23T11:32:29.697000","2026-01-23T11:32:29.697000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","172.33","239.8","2026-01-21T20:23:11.469Z","pronta_entrega","","","[{""product_id"":""6967f35b1b73db42be343f2a"",""product_name"":""Colônia egeo blue"",""quantity"":1,""unit_price"":154.9,""cost_price"":118.92,""subtotal"":154.9},{""product_id"":""6967f0c1af0b143afc680a3f"",""product_name"":""Creme pré e pós barba da clash "",""quantity"":1,""unit_price"":62.9,""cost_price"":42.42,""subtotal"":62.9},{""product_id"":""696e640116d952787c4685c6"",""product_name"":""Gel para sobrancelhas "",""quantity"":1,""unit_price"":22,""cost_price"":10.99,""subtotal"":22}]","67.47","cartao","concluida","697135afb8516d712a0a35d1","2026-01-21T20:23:11.758000","2026-01-21T20:23:11.758000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","39.83","56.9","2026-01-20T18:51:06.801Z","pronta_entrega","Valeriana ","696fce6a88840f1900ef0a20","[{""product_id"":""69669cbddf2f509a67d6d7a2"",""product_name"":""Deo corporal kaiak urbe "",""quantity"":1,""unit_price"":56.9,""cost_price"":39.83,""subtotal"":56.9}]","17.07","cartao","concluida","696fce9caca720904ac9151b","2026-01-20T18:51:08.206000","2026-01-20T18:51:08.206000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","106.16","169.9","2026-01-20T18:50:41.998Z","pronta_entrega","","","[{""product_id"":""6967f4ff59207d87428f551b"",""product_name"":""Colônia clash 100ml"",""quantity"":1,""unit_price"":169.9,""cost_price"":106.16,""subtotal"":169.9}]","63.74000000000001","cartao","concluida","696fce84004fc01a914db2d7","2026-01-20T18:50:44.560000","2026-01-20T18:50:44.560000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","195.29","278.8","2026-01-20T13:03:26.225Z","pronta_entrega","","","[{""product_id"":""696f7c9c3b3c5416081933d8"",""product_name"":""Geleia de banho pitanga "",""quantity"":1,""unit_price"":27,""cost_price"":16,""subtotal"":27},{""product_id"":""696505b0e2ba2853f187d205"",""product_name"":""Colônia mamãe e bebê "",""quantity"":1,""unit_price"":106.9,""cost_price"":74.83,""subtotal"":106.9},{""product_id"":""6967dd32b3680b61eea0f995"",""product_name"":""Creme acetinado lily "",""quantity"":1,""unit_price"":144.9,""cost_price"":104.46,""subtotal"":144.9}]","83.51000000000002","cartao","concluida","696f7d1e7b8b763875da8c0c","2026-01-20T13:03:26.673000","2026-01-20T13:03:26.673000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","31.990000000000002","55","2026-01-19T20:53:29.859Z","pronta_entrega","Marieli Rodrigues ","696e97399054f5b7fc40c408","[{""quantity"":1,""unit_price"":35,""product_name"":""Esfoliante Blumen "",""subtotal"":35,""product_id"":""696e998706f276f19985aa6d"",""cost_price"":24},{""quantity"":1,""unit_price"":20,""product_name"":""Serum facial vitamina c bela "",""subtotal"":20,""product_id"":""696e27b5400065ea2505e47b"",""cost_price"":7.99}]","23.009999999999998","pix","concluida","696e99ca1c006a7f28cfcc5d","2026-01-19T20:53:30.209000","2026-03-09T13:45:30.396000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","20.23","36.7","2026-01-19T20:33:14.097Z","pronta_entrega","Angélica Mazzuco ","696e94f42cff81aced346a6d","[{""product_id"":""696507d4b9a23d1a4af6c3c4"",""product_name"":""Refil shampoo mmbb"",""quantity"":1,""unit_price"":36.7,""cost_price"":20.23,""subtotal"":36.7}]","16.470000000000002","cartao","concluida","696e950adca45c3218e46a3c","2026-01-19T20:33:14.352000","2026-01-19T20:33:35.545000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","81.52","95.9","2026-01-19T20:18:37.088Z","pronta_entrega","Tami Cunha ","696536d5490837c684367045","[{""product_id"":""696e90f237f9e6878dcaeeb1"",""product_name"":""Body baby"",""quantity"":1,""unit_price"":95.9,""cost_price"":81.52,""subtotal"":95.9}]","14.38000000000001","pix","concluida","696e919d91c1ee5ef7692e9b","2026-01-19T20:18:37.367000","2026-01-19T20:18:37.367000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","488.42","603.5999999999999","2026-01-19T20:17:30.876Z","pronta_entrega","Tami Cunha ","696536d5490837c684367045","[{""product_id"":""696e90d242fe72933316724a"",""product_name"":""Malbec "",""quantity"":1,""unit_price"":209.9,""cost_price"":178.42,""subtotal"":209.9},{""product_id"":""696e906c8dde72338dd6b0fc"",""product_name"":""Lily presente "",""quantity"":1,""unit_price"":299.9,""cost_price"":254.92,""subtotal"":299.9},{""product_id"":""696e9042b022ba3986563a80"",""product_name"":""Boti baby"",""quantity"":1,""unit_price"":49.9,""cost_price"":29.66,""subtotal"":49.9},{""product_id"":""696e90234179af37f60c6ff5"",""product_name"":""Boti baby"",""quantity"":1,""unit_price"":43.9,""cost_price"":25.42,""subtotal"":43.9}]","115.1799999999999","pix","concluida","696e915b14b7703e436aa51d","2026-01-19T20:17:31.140000","2026-01-19T20:17:31.140000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","71.18","124.9","2026-01-19T20:08:12.987Z","pronta_entrega","","","[{""product_id"":""696e8f2256aa3d3749079930"",""product_name"":""Colônia velvet "",""quantity"":1,""unit_price"":124.9,""cost_price"":71.18,""subtotal"":124.9}]","53.72","dinheiro","concluida","696e8f2dcf5baf6bc86fa41f","2026-01-19T20:08:13.322000","2026-01-19T20:08:13.322000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"","7.99","16","2026-01-19T19:55:40.793Z","pronta_entrega","Paula de Faveri","696e8c266030d31bdeca4148","[{""product_id"":""696e624f2670e4d5554a9ef6"",""product_name"":""Lápis para sobrancelhas"",""quantity"":1,""unit_price"":16,""cost_price"":7.99,""subtotal"":16}]","8.01","pix","concluida","696e8c3d4bf8ee9f7f96096b","2026-01-19T19:55:41.084000","2026-01-19T19:55:41.084000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
