selling_price,code,last_movement_date,image_url,name,min_stock,category,stock_quantity,brand,cost_price,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"93.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f16ae3c68_image.jpg","Body splash algodao","2","Perfume","1","Natura","37.98","em_estoque","69d68e86f932f01e37a56476","2026-04-08T17:21:10.924000","2026-04-08T17:21:10.924000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"78.9","","2026-05-15T12:33:41.626Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f84c837b8_image.jpg","Hidratante algodão 400ml","2","Corpo","0","Natura","37.98","sem_estoque","69d68e270259c248ac2c12b0","2026-04-08T17:19:35.811000","2026-05-15T12:33:41.797000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/04fb181d6_image.jpg","Sabonete algodão ","2","Cabelo","1","Natura","21.98","em_estoque","69d68dd4de65fef992eab4c4","2026-04-08T17:18:12.249000","2026-04-08T17:18:12.249000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","117749","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/2d616b65a_image.jpg","Sabonete acerola e hibisco ","2","Corpo","1","Natura","21.98","em_estoque","69d68da29ec7af22df1dcb30","2026-04-08T17:17:22.093000","2026-04-08T17:17:22.093000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"189.9","108402","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/ba56b761c_image.jpg","Colônia kaiak aventura ","2","Perfume","1","Natura","99.7","em_estoque","69d68d064c861dcd080f4694","2026-04-08T17:14:46.736000","2026-04-08T17:14:46.736000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"93.9","95841","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5f48478ba_image.jpg","Body splash cereja e avelã ","2","Perfume","3","Natura","32.83","em_estoque","69d688083d08c3a831e650cd","2026-04-08T16:53:28.828000","2026-04-08T16:53:28.828000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"78.9","99137","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d119b7133_image.jpg","Hidratante  cereja e avelã 400ml","2","Corpo","3","Natura","32.83","em_estoque","69d6879f96107af4a88ad9f9","2026-04-08T16:51:43.134000","2026-04-08T16:51:43.134000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","95840","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/4acc07ef7_image.jpg","Sabonete cereja e avelã","2","Corpo","5","Natura","21.98","em_estoque","69d686ecf2eb0e51a1b137ae","2026-04-08T16:48:44.671000","2026-04-08T16:48:44.671000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"93.9","45,85","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/348fd9f4b_image.jpg","Body spray","2","Perfume","2","Natura","45.85","em_estoque","69d6862490e4e461e5331eaf","2026-04-08T16:45:24.800000","2026-04-08T16:45:24.800000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"209.9","53255","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/c964fdcd6_image.jpg"," Colônia Natura Homem","2","Perfume","2","Natura","110.2","em_estoque","69d685961a93269e6b01b55f","2026-04-08T16:43:02.192000","2026-04-08T16:43:02.192000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"56.9","23218","2026-04-29T13:35:12.209Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3cfe35177_image.jpg","Hidratante 200ml cereja e avelã ","2","Corpo","5","Natura","19.53","em_estoque","69d685061b06b0caffeb0ec1","2026-04-08T16:40:38.450000","2026-04-29T13:35:13.216000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"56.9","23154","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/10f974990_image.jpg","Hidrante 200ml amora vermelha ","2","Corpo","5","Natura","19.53","em_estoque","69d6844905aede6df354532b","2026-04-08T16:37:29.494000","2026-04-08T16:37:29.494000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"56.9","23082","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3760e43ae_image.jpg","Hidratante 200ml noz pecã  cacau ","2","Corpo","5","Natura","19.53","em_estoque","69d683a81a93269e6b01b4ba","2026-04-08T16:34:48.859000","2026-04-08T16:34:48.859000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"56.9","23081","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/91dc5ff67_image.jpg","Hidratante 200ml macadâmia ","2","Corpo","5","Natura","19.53","em_estoque","69d682e93505831527177297","2026-04-08T16:31:37.307000","2026-04-08T16:31:37.307000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","7733","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/4a1f6a834_image.jpg","Sabonete tâmara e canela ","2","Corpo","5","Natura","21.98","em_estoque","69d68254f1dda36838301ae0","2026-04-08T16:29:08.654000","2026-04-08T16:29:08.654000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"78.9","2814","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/387f14568_image.jpg","Hidratante macadâmia 400ml","2","Corpo","1","Natura","41.42","em_estoque","69d681fbdfcba387f63686db","2026-04-08T16:27:39.298000","2026-04-08T16:27:39.298000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"48.1","238503","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b15d0515c_image.jpg","Feliz dia ","2","Outro","5","Natura","27.03","em_estoque","69ceb911473f70f71806d0ae","2026-04-02T18:44:33.487000","2026-04-16T19:28:05.770000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"193.7","238450","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f98e1ac9e_image.jpg","Presente flores ","2","Kit","1","Natura","104.93","em_estoque","69ceb79857206829c2acb836","2026-04-02T18:38:16.226000","2026-04-02T18:43:14.145000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"106.54","238436","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/707bd7aea_image.jpg","Presente seve ","2","Perfume","1","Natura","73.43","em_estoque","69ceb67c52b8efcf72598508","2026-04-02T18:33:32.781000","2026-04-02T18:38:48.003000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"78.9","205936","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/da158ece9_image.jpg","Hidrantante 400ml morango e baunilha dourada ","2","Perfume","3","Natura","38.43","em_estoque","69ceb47734f102166af8fc9d","2026-04-02T18:24:55.452000","2026-04-02T18:24:55.452000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"39.9","121863","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/06a8e436a_image.jpg","Refil sabonete líquido mamãe e bebê","2","Infantil","3","Natura","18.62","em_estoque","69ceb35cda218f32a6201c3e","2026-04-02T18:20:12.653000","2026-04-02T18:20:12.653000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"36.9","92791","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/63ed80683_image.jpg","Refil shampooo mamãe e é bebê ","2","Infantil","3","Natura","17.43","em_estoque","69ceb2d3ee37de2944d94e7d","2026-04-02T18:17:55.826000","2026-04-02T18:17:55.826000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"45.9","92790","2026-04-08T20:13:44.653Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f395edbab_image.jpg","Shampoo 200ml","2","Infantil","0","Natura","16.07","sem_estoque","69ceb231faa607e00e441fcf","2026-04-02T18:15:13.985000","2026-04-08T20:13:44.863000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","87517","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/372e56125_image.jpg","Sabonete ","2","Corpo","3","Natura","21.98","em_estoque","69ceb1a590b9c81a17c6f80e","2026-04-02T18:12:53.972000","2026-04-02T18:12:53.972000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"56.9","83390","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/6020acc6f_image.jpg"," Deo corporal kaiak ","2","Masculino","1","Natura","23.9","em_estoque","69ceb0ffd57331d438f2fbdb","2026-04-02T18:10:07.817000","2026-04-02T18:10:07.817000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"116.9","28724","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b9e7b873f_image.jpg","Seve óleo rosas e amêndoas ","2","Corpo","1","Natura","48.94","em_estoque","69ceb026a9cb499cf4277a45","2026-04-02T18:06:30.661000","2026-04-02T18:06:30.661000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"78.9","2786","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/7a274e87f_image.jpg","Hidratante 400ml tâmara e canela ","2","Corpo","3","Natura","36.82","em_estoque","69ceaf6704706f6c59c67ccb","2026-04-02T18:03:19.593000","2026-04-02T18:03:19.593000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"10","","2026-04-08T20:19:06.267Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/6ebc596ae_image.jpg","Coelho","2","Outro","0","Outro","5.5","sem_estoque","69bd7d552d0bbd8fcb3c3c96","2026-03-20T17:01:09.521000","2026-04-08T20:19:06.478000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"12","","2026-04-08T20:19:44.465Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/59f5cc909_image.jpg","Ovos de sabonete artesanal ","2","Outro","1","Outro","6.5","em_estoque","69bd7c9e364c31cacd468a3a","2026-03-20T16:58:06.179000","2026-04-08T20:19:44.674000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/3c52e08fc_image.jpg","Creme de mão eudora ","2","Outro","1","Eudora","11.18","em_estoque","69b30bc62b439019f8a1fdf6","2026-03-12T18:53:58.416000","2026-03-12T18:53:58.416000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"35","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/53e8e8fd3_image.jpg","Kiss me hidratante 100","2","Corpo","3","Eudora","20.18","em_estoque","69b30a22f37944cd79e11f1a","2026-03-12T18:46:58.577000","2026-03-12T18:46:58.577000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"38","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/befef4d76_image.jpg","Hidratante eudora 180ml","2","Corpo","2","Eudora","20.93","em_estoque","69b309d3e0cc12f7dd26df00","2026-03-12T18:45:39.899000","2026-03-12T18:45:39.899000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"38","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/7e9deab92_image.jpg","Hidrante eudora 180 ml","2","Outro","2","Eudora","18.68","em_estoque","69b309a3257ab0c23268a54a","2026-03-12T18:44:51.228000","2026-03-12T18:44:51.228000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"68","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/39e8fa28d_image.jpg","Resgate imediato ","2","Rosto","1","Eudora","47.18","em_estoque","69b2ffb37bd6008a9f1142fe","2026-03-12T18:02:27.679000","2026-03-12T18:02:27.679000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"68","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/77ee9944e_image.jpg","Pré  e pós alisa mento ","2","Outro","1","Eudora","47.18","em_estoque","69b2ff51c8d48e861b49bf00","2026-03-12T18:00:49.901000","2026-03-12T18:00:49.901000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"68","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/80d9cead5_image.jpg","Máscara de hidratação ","2","Cabelo","1","O Boticário","37.4","em_estoque","69b2ff0f5333b43b2f87794f","2026-03-12T17:59:43.487000","2026-03-12T17:59:43.487000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"57.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/4dddeea85_image.jpg","Azulem ","2","Masculino","1","O Boticário","39.86","em_estoque","69b2fdbb063a0ec6a273b7b7","2026-03-12T17:54:03.859000","2026-03-12T17:54:03.859000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"27.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/368482d9f_image.jpg","Men sabonete ","2","Masculino","2","O Boticário","18.62","em_estoque","69b2fd5dd3a856d56687d2ce","2026-03-12T17:52:29.490000","2026-03-12T17:52:29.490000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"39.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/b9f6c0404_image.jpg","Antitranspirante men clínica ","2","Masculino","1","O Boticário","23.72","em_estoque","69b2fd025b978b47b2105ff3","2026-03-12T17:50:58.768000","2026-03-12T17:50:58.768000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"39.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/9b01b3417_image.jpg","Antitranspirante egeo ","2","Masculino","2","O Boticário","25.43","em_estoque","69b2fccd81a6c19427e808f7","2026-03-12T17:50:05.614000","2026-03-12T17:50:05.614000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"37.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/817cfd3b9_image.jpg","Antitranspirante mem","2","Masculino","2","O Boticário","24.16","em_estoque","69b2fca22e9f8cb04a169b3e","2026-03-12T17:49:22.762000","2026-03-12T17:49:22.762000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"37.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/80b7d6227_image.jpg","5 em 1 shower gel ","2","Masculino","1","O Boticário","22.02","em_estoque","69b2fc29291b4f92c9325491","2026-03-12T17:47:21.679000","2026-03-12T17:47:21.679000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"59.9","","2026-04-08T20:14:34.188Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/379aa1bce_image.jpg","Creme pré e pós barba men ","2","Masculino","0","O Boticário","40.72","sem_estoque","69b2fa4eaad53a866cf60e6f","2026-03-12T17:39:26.434000","2026-04-08T20:14:34.398000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"44.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/77c4d1d42_image.jpg","Shampooo men anti caspa ","2","Masculino","2","O Boticário","30.52","em_estoque","69b2f9c39f5184ab23223fcb","2026-03-12T17:37:07.454000","2026-03-12T17:37:07.454000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"42.9","","2026-04-08T20:13:21.709Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/39473c592_image.jpg","Hidratante men ","2","Infantil","0","O Boticário","28.82","sem_estoque","69b2f8e9107f76200734621e","2026-03-12T17:33:29.854000","2026-04-08T20:13:21.906000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"144.9","48060","2026-04-08T20:14:11.431Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/1a3aa0883_image.jpg","Creme acetinado da liily","2","Corpo","0","O Boticário","104.46","sem_estoque","69b2f78df817e6874fd7176b","2026-03-12T17:27:41.732000","2026-04-08T20:14:11.620000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"18","","2026-03-09T13:43:04.823Z","","Lucia","2","Outro","0","Outro","0","sem_estoque","69aece608def212f61d8c046","2026-03-09T13:42:56.436000","2026-03-09T13:43:05.120000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"11","","2026-03-09T13:39:19.220Z","","Aline","2","Outro","0","Outro","0","sem_estoque","69aecd8029aea679b1e07ab6","2026-03-09T13:39:12.794000","2026-03-09T13:39:19.418000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"27","","2026-03-09T13:38:52.370Z","","Dia e","2","Outro","0","Outro","0","sem_estoque","69aecd625339cfb2e1996df3","2026-03-09T13:38:42.752000","2026-03-09T13:38:52.552000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"99.8","","2026-03-09T13:38:03.852Z","","Eliane ","2","Outro","0","Outro","69.8","sem_estoque","69aecd30d3a851c66ad18d02","2026-03-09T13:37:52.159000","2026-03-09T13:38:04.122000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"10","","2026-03-09T13:34:57.222Z","","Piranha ","2","Outro","3","Outro","3","em_estoque","69aecc7894f66df03adc5261","2026-03-09T13:34:48.108000","2026-03-09T13:34:57.434000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"55","","2026-04-08T20:20:12.742Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/8eccac659_image.jpg","Difusor ","2","Outro","3","Outro","32","em_estoque","69a9c3f7be5e984f5c5940c5","2026-03-05T17:57:11.515000","2026-04-13T18:23:09.293000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"35","","2026-03-09T14:01:51.098Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/5e73ae449_image.jpg","Esfoliante blumen","2","Outro","2","Outro","24","em_estoque","69a9c37fbd235d6a3d72dd79","2026-03-05T17:55:11.400000","2026-04-24T17:02:36.339000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"11","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/02dfa8b03_image.jpg","Roll on avon","2","Outro","2","Avon","7","em_estoque","69a71bf9d30eba32df886c60","2026-03-03T17:35:53.582000","2026-03-03T17:35:53.582000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"55","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/d62e0b01f_image.jpg","Spray perfumado ","2","Outro","3","Eudora","38","em_estoque","69a71bab95e7eb7bd451a45a","2026-03-03T17:34:35.665000","2026-03-03T17:34:35.665000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"20","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/7b073aed4_image.jpg","Sabonetes mmbb","2","Infantil","1","Natura","0","em_estoque","69a70fac30e1b1f7edf69756","2026-03-03T16:43:24.697000","2026-03-03T16:43:24.697000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"36.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/dd7423bfa_image.jpg","Lenço umedecido ","2","Infantil","1","Natura","10","em_estoque","69a70f1abb8e9979ac7240fd","2026-03-03T16:40:58.872000","2026-03-03T16:40:58.872000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"106.9","92786","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/7997b0a1e_image.jpg","Colônia mmbebe","2","Infantil","1","Natura","50","em_estoque","69a70e622a796f2cf2029bf4","2026-03-03T16:37:54.516000","2026-03-03T16:37:54.516000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"34.9","","2026-03-23T14:11:15.599Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/d3e5ac4ad_image.jpg","Sabonetes natura ","2","Outro","7","Natura","20.11","em_estoque","69a6ec3a30942cfba0bd3d7f","2026-03-03T14:12:10.047000","2026-03-23T14:11:15.813000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"229.8","245770","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/068e9d14c_image.jpg","Sabonete natura ","2","Outro","1","Natura","160.88","em_estoque","69a6ea7db08bc6bb1a9dca19","2026-03-03T14:04:45.238000","2026-03-03T14:04:45.238000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"23.9","150222","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/f8927e6c0_image.jpg","Desodorante roll on natura homem ","2","Outro","2","Natura","16.73","em_estoque","69a6e9a2680fb375483e6455","2026-03-03T14:01:06.997000","2026-03-03T14:01:06.997000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"52.9","92800","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/8c573845b_image.jpg","Sabonete líquido mamãe e bebê ","2","Infantil","1","Natura","29.33","em_estoque","69a6e918e1da5dc221ed76b3","2026-03-03T13:58:48.505000","2026-03-03T13:58:48.505000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"29.9","189412","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/57879b058_image.jpg","Desodorante roll on erva doce ","2","Outro","2","Natura","20.93","em_estoque","69a6e8d8b32d77782ebbf2da","2026-03-03T13:57:44.544000","2026-03-03T13:57:44.544000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"50.9","159711","2026-03-23T14:10:24.210Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/3a2ff125c_image.jpg","Sabonete líquido camomila ","2","Corpo","0","Natura","35.63","sem_estoque","69a6e686f8a497ec4f844736","2026-03-03T13:47:50.730000","2026-03-23T14:10:24.394000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"30.9","96519","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/5cae7c8d5_image.jpg","Desodorante em creme algodão ","2","Outro","1","Natura","21.63","em_estoque","69a6e64e94e4e9d9880a7c8b","2026-03-03T13:46:54.993000","2026-03-03T13:46:54.994000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69.9","92894","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/4af380031_image.jpg","Hidratante mamãe e bebê ","2","Outro","2","Natura","38.43","em_estoque","69a6e5cbb6265e3cf225258f","2026-03-03T13:44:43.566000","2026-04-08T16:46:32.288000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"319.9","89834","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/65d7b7071_image.jpg","Colônia Homem coraggio ","2","Perfume","1","Natura","223.93","em_estoque","69a6e543204b65f1e87d7810","2026-03-03T13:42:27.465000","2026-03-03T13:42:27.465000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"28","","2026-03-23T14:10:42.672Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/cf9c5ca13_image.jpg","Mousse de limpeza anti oleosidade ","2","Rosto","0","Outro","13.99","sem_estoque","69a5cc78b8f99695dd823379","2026-03-02T17:44:24.178000","2026-03-23T14:10:42.868000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.99","51533","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/48fe85d01_image.jpg","Creme de mão eudora karite ","2","Outro","7","Eudora","12","em_estoque","698b5fe516e6dd46744aa2e6","2026-02-10T16:42:13.033000","2026-02-10T16:42:13.033000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"34.99","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/cc70a72e0_image.jpg","Desodorante eudora ","2","Outro","4","Eudora","26.24","em_estoque","6984906d991010019846421a","2026-02-05T12:43:25.431000","2026-03-02T17:24:16.229000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"4","","2026-05-15T12:35:00.315Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/0758392c3_image.jpg","Mini sabonete ","10","Outro","40","Outro","1.96","em_estoque","69809aa1583fc1dc59593161","2026-02-02T12:37:53.405000","2026-05-15T12:35:00.486000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"15","","2026-05-15T12:35:00.593Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/58ce7a5fe_image.jpg","Sabonete massageador ","2","Outro","6","Outro","9","em_estoque","69809882cd75c350ba729562","2026-02-02T12:28:50.387000","2026-05-15T12:35:00.788000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
