unit,current_stock,notes,image_url,name,unit_cost,min_stock,category,id,created_date,updated_date,created_by_id,created_by,is_sample
"UN","8","","","Licor ","35","2","Outro","6978f62bd43d3915e39d0ab0","2026-01-27T17:30:19.147000","2026-01-27T17:36:17.580000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","","Amendupa ","1.6","1","Outro","6978f520cc6f090d800d0fd6","2026-01-27T17:25:52.387000","2026-01-27T17:26:14.580000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","","Maleta de acetato ","5.744","2","Outro","6978f10092869dbaf57234d1","2026-01-27T17:08:16.323000","2026-02-18T18:08:47.029000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Bolinho laranja ","2.19","1","Outro","6978eae1f7f8ed11c8fc4006","2026-01-27T16:42:09.961000","2026-02-18T18:05:51.938000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Alfajor ","7.99","1","Outro","6978eab0c1f87f2dc788477d","2026-01-27T16:41:20.020000","2026-02-18T18:08:47.897000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Bolinho bAuducco ","2.19","1","Outro","6978ea512c8bbd7d3bb26ab2","2026-01-27T16:39:45.031000","2026-02-18T18:08:48.791000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Biscoito bauducco ","1.59","1","Outro","6978ea134cadbf20e93effae","2026-01-27T16:38:43.970000","2026-02-18T18:08:49.704000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","","","Café solúvel 3 corações ","2.39","1","Outro","6978e9d4cb077e9067f11d6a","2026-01-27T16:37:40.319000","2026-02-18T18:08:50.531000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Panetini ","5.19","2","Outro","6978cbdee8b984aee59c4956","2026-01-27T14:29:50.052000","2026-02-18T18:05:55.025000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","6","","","Club social ","0.9983333333333334","2","Outro","6978cbad888c5b2a283eca74","2026-01-27T14:29:01.705000","2026-01-27T14:29:27.084000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"METRO","0","","","Fita de cetim ","1.8","2","Outro","6978c5523e415b4f70b8307e","2026-01-27T14:01:54.973000","2026-05-15T12:36:44.258000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","6","","","Licor mini","10","9","Outro","6978c2e8639cef05f53e78d0","2026-01-27T13:51:36.307000","2026-04-08T20:08:56.119000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","45","","","Coração de acetato","0.997","20","Outro","6978ba83f412dc69255a6ddb","2026-01-27T13:15:47.605000","2026-04-08T20:09:02.022000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","92","","","Adesivo ","0.2","10","Outro","6978b81c0ba10ccdb81089b5","2026-01-27T13:05:32.555000","2026-04-08T20:09:03.254000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","93","","","Palha","0.36","6","Outro","6978b7dda2ffe10b2e1ff13f","2026-01-27T13:04:29.419000","2026-04-08T20:09:04.465000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","87","","","Bombom ","1.45625","50","Outro","6978b782d6b85ecd94ea5177","2026-01-27T13:02:58.490000","2026-04-08T20:09:05.616000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"METRO","4","","","Fita de TNt","1","0","Laço","6978b73cbfc30cff5250a2a8","2026-01-27T13:01:48.183000","2026-04-08T20:09:07.098000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Bom preço ","","Taça para licor ","9.9","1","Cesta","697277e88a985aa96d583b85","2026-01-22T19:18:00.881000","2026-01-22T19:18:21.378000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/ab688dbaa_image.jpg","Caneca gratidão ","18.99","1","Outro","697277b3562664719bd09913","2026-01-22T19:17:07.316000","2026-01-22T19:17:28.138000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","Bom preço ","","Caixote liso ","8.99","1","Outro","6972776afd4a66d35200bdb4","2026-01-22T19:15:54.244000","2026-02-18T18:05:54.120000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Bom preço ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/ff767ca9e_image.jpg","A caneca ","18.99","2","Outro","69727630510eba4a0ebdbec4","2026-01-22T19:10:40.268000","2026-02-18T18:06:00.272000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Bom preço ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/86ce3f4ee_image.jpg","Caixa quadrada amor ","8.99","1","Outro","697275387bed5b23bc6dfe0b","2026-01-22T19:06:32.816000","2026-01-22T19:10:08.557000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","Bom preço ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/7ce3a6493_image.jpg","Caixote","7","1","Outro","69663d8b9bb487a609aa87d2","2026-01-13T12:41:47.781000","2026-01-13T12:50:37.766000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","Bom preço ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/3d7099da3_image.jpg","Toalha lavabo ","3.99","1","Outro","69663b33147920e9641f0898","2026-01-13T12:31:47.292000","2026-05-05T20:51:32.162000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Bom preço ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/bca2f287f_image.jpg","Caneca chopp 385ml ","14","1","Outro","69663ad3fef82a926399dfb1","2026-01-13T12:30:11.765000","2026-01-13T12:31:15.419000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/0138ec7ac_image.jpg","Toalhinha de mão ","3.25","3","Outro","696637a334a1c278a4b92cdd","2026-01-13T12:16:35.107000","2026-01-13T12:17:04.231000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","7","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/58de6cf63_image.jpg","Maleta com visor ","5.8428571428571425","3","Enfeite","69663709533943cb66fb45c7","2026-01-13T12:14:01.316000","2026-01-13T12:15:02.551000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","Shopeee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/307422c47_image.jpg","Cestas quadrada “com amor “ 15x15x4","7.5","4","Outro","6966338534a1c278a4b929ae","2026-01-13T11:59:01.316000","2026-01-13T11:59:48.094000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/61e6ccdf5_image.jpg","Bandeja coração G ","6.8","2","Outro","696632c7c00ff64ff66b7814","2026-01-13T11:55:51.082000","2026-01-13T11:56:14.056000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","8","Shopee ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/1e5d3dfab_image.jpg","Caixa 15x15x4","2.8646666666666665","10","Caixa","69655d4259bb478bf3579e1a","2026-01-12T20:44:50.465000","2026-05-15T12:36:43.066000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","9","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/9ce2cd38d_image.jpg","Banheirinha ","3.1666666666666665","3","Outro","69655c59d7c04cc42a52d4a2","2026-01-12T20:40:57.077000","2026-01-12T20:42:07.135000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","12","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/466c4f3d5_image.jpg","Sacola plástica 40x50","1.61","7","Outro","69655807f8338daf0f088e97","2026-01-12T20:22:31.560000","2026-01-12T20:23:59.557000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/1fc30205e_image.jpg","Caixa 17x14x4","2.243","5","Caixa","69655746765dc1d7d18a4d7d","2026-01-12T20:19:18.587000","2026-01-12T20:20:26.363000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","18","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/d329acbc0_image.jpg","Toalha social de boca ","1.6805555555555556","5","Outro","6965563e2cd2db4495b6e1ea","2026-01-12T20:14:54.141000","2026-01-12T20:15:49.603000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/90b14d6d2_image.jpg","Piranha 8cm","3.335","3","Laço","6965554acd6ec9e915044dd8","2026-01-12T20:10:50.073000","2026-01-12T20:11:14.753000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","Shopee ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/53d38aff5_image.jpg","Sacola kraft 18x24","1.1800000000000002","10","Outro","696553dc5e2d6bae4348eb16","2026-01-12T20:04:44.040000","2026-01-12T20:05:09.134000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","28","Shoppe","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/30459593e_image.jpg","Caixa 13x9x4","1.2489285714285714","28","Caixa","6965534c6042cea6b78f09fd","2026-01-12T20:02:20.462000","2026-01-12T20:02:49.086000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/e2815ab7b_image.jpg","Bandeja Pra Você ","4.9","1","Outro","696552f459c2600240e3e13b","2026-01-12T20:00:52.023000","2026-01-12T20:01:10.089000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","Shopee","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/05184d04e_image.jpg","Caixa retangular 20x9x5 ","2.682","10","Caixa","696551227315c0f843cb4b28","2026-01-12T19:53:06.907000","2026-01-12T19:53:29.664000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","28","Shopee ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/5ee27c11b_image.jpg","Coração de acetato ","1.780357142857143","28","Outro","69655046a66d1d42be6584dd","2026-01-12T19:49:26.176000","2026-01-12T19:50:57.288000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/d96aef948_image.jpg","Caneca 320ml ","14.9","1","Outro","69654c130c47cd868f2c452f","2026-01-12T19:31:31.099000","2026-02-18T18:08:53.154000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/f8c4d9055_image.jpg","Bandeja você é especial ","4.9","2","Outro","69654bc4e72af1994b202898","2026-01-12T19:30:12.482000","2026-03-09T13:58:05.292000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"METRO","1","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/30b314645_image.jpg","Fita de cetim gitex ","9.8","10","Fita","69654adc7e8c47107e46ce76","2026-01-12T19:26:20.822000","2026-01-12T19:27:20.698000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","86","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/ffa68ed49_image.jpg","Etiqueta para presente ","0.049","100","Outro","69654a69d581734a67bae44c","2026-01-12T19:24:25.464000","2026-05-15T12:36:41.979000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","50","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/f696bf63d_image.jpg","Saco transparente 20x29","0.396","50","Outro","696549a9a2a682ea25ac9573","2026-01-12T19:21:13.460000","2026-01-12T19:22:27.228000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","50","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/18b775c67_image.jpg","Saco para presente 15x29","0.23800000000000002","50","Outro","6965492f35c8827b0331249d","2026-01-12T19:19:11.031000","2026-01-12T19:19:32.879000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/ba3306746_image.jpg","Sacola kraft 14x16 laranja escuro ","1.26","10","Outro","69654877ae287b8308f65049","2026-01-12T19:16:07.744000","2026-01-12T19:56:03.470000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/17dc121dd_image.jpg","Saco kraft 14x16","0.99","10","Outro","696547152c40aa00aa9acdde","2026-01-12T19:10:13.114000","2026-01-12T19:10:36.121000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","74","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/6026a50a1_image.jpg","Papel de seda 49x69","0.529","100","Papel","696546423d5eec31be8fd890","2026-01-12T19:06:42.471000","2026-05-15T12:36:40.931000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","46","Doci festas ","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/8e54c1be1_image.jpg","Saco transparente 30x44 cm ","0.43799999999999994","50","Plástico","696545a7e25ac39e77e46dcd","2026-01-12T19:04:07.268000","2026-05-05T20:51:31.135000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
