mercadoria_id,kit_id,reason,quantity,notes,consumption_date,mercadoria_name,cost_consumed,id,created_date,updated_date,created_by_id,created_by,is_sample
"6978c5523e415b4f70b8307e","","Kit Presente","2","Venda de kit: Kit com mini licor ","2026-02-19T17:59:14.881Z","Fita de cetim ","3.6","69974f73ee41fbf2a3c363db","2026-02-19T17:59:15.179000","2026-02-19T17:59:15.179000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b81c0ba10ccdb81089b5","","Kit Presente","2","Venda de kit: Kit cassis ","2026-02-18T18:14:05.805Z","Adesivo ","0.4","6996016e51cabb92028c40e6","2026-02-18T18:14:06.086000","2026-02-18T18:14:06.086000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980e8c705f349fb9ac3499a","","Kit Presente","1","Venda de kit: Kit cassis ","2026-02-18T18:14:04.931Z","Sabonetes avulso natura ","4.886","6996016d6d21c74f1522063c","2026-02-18T18:14:05.143000","2026-02-18T18:14:05.143000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"696546423d5eec31be8fd890","","Kit Presente","1","Venda de kit: Kit cassis ","2026-02-18T18:14:03.868Z","Papel de seda 49x69","0.529","6996016c30d7958faac1acea","2026-02-18T18:14:04.118000","2026-02-18T18:14:04.118000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"696545a7e25ac39e77e46dcd","","Kit Presente","1","Venda de kit: Kit cassis ","2026-02-18T18:14:02.703Z","Saco transparente 30x44 cm ","0.43799999999999994","6996016a66bb8145766e3eb6","2026-02-18T18:14:02.958000","2026-02-18T18:14:02.958000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980952e026047df3d5cf0f4","","Kit Presente","1","Venda de kit: Kit cassis ","2026-02-18T18:14:01.610Z","Cesta redonda 13 cm ","3.9899999999999998","69960169ff214a4e51b4ad60","2026-02-18T18:14:01.904000","2026-02-18T18:14:01.904000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698236c35c095b6cd25b046f","","Kit Presente","2","Venda de kit: Kit cassis ","2026-02-18T18:14:00.768Z","Fita plástica ","0.754","69960168a5500e47301fbc8d","2026-02-18T18:14:00.956000","2026-02-18T18:14:00.956000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b782d6b85ecd94ea5177","","Kit Presente","2","Venda de kit: Caixa com caneca ","2026-02-18T18:08:55.078Z","Bombom ","2.9125","69960037cfed716b01911c83","2026-02-18T18:08:55.281000","2026-02-18T18:08:55.281000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"696546423d5eec31be8fd890","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:54.136Z","Papel de seda 49x69","0.529","6996003656e9d2a3bc079dc0","2026-02-18T18:08:54.357000","2026-02-18T18:08:54.357000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69654c130c47cd868f2c452f","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:53.241Z","Caneca 320ml ","14.9","699600358b10d03b60b0193c","2026-02-18T18:08:53.452000","2026-02-18T18:08:53.452000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978c5523e415b4f70b8307e","","Kit Presente","3","Venda de kit: Caixa com caneca ","2026-02-18T18:08:52.343Z","Fita de cetim ","5.4","69960034ae94bb869fb5e7ca","2026-02-18T18:08:52.552000","2026-02-18T18:08:52.552000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b7dda2ffe10b2e1ff13f","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:51.464Z","Palha","0.36","69960033118396075e471fc8","2026-02-18T18:08:51.658000","2026-02-18T18:08:51.658000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978e9d4cb077e9067f11d6a","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:50.637Z","Café solúvel 3 corações ","2.39","69960032df48a989ee2bdfde","2026-02-18T18:08:50.807000","2026-02-18T18:08:50.807000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978ea134cadbf20e93effae","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:49.782Z","Biscoito bauducco ","1.59","699600312ed4504d462aec50","2026-02-18T18:08:49.982000","2026-02-18T18:08:49.982000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978ea512c8bbd7d3bb26ab2","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:48.871Z","Bolinho bAuducco ","2.19","6996003145f905a41fa196ae","2026-02-18T18:08:49.082000","2026-02-18T18:08:49.082000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978eab0c1f87f2dc788477d","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:47.982Z","Alfajor ","7.99","6996003095fda25443373add","2026-02-18T18:08:48.172000","2026-02-18T18:08:48.172000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978f10092869dbaf57234d1","","Kit Presente","1","Venda de kit: Caixa com caneca ","2026-02-18T18:08:47.109Z","Maleta de acetato ","5.744","6996002fbae79f358e902cb8","2026-02-18T18:08:47.316000","2026-02-18T18:08:47.316000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69727630510eba4a0ebdbec4","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:06:00.448Z","A caneca ","18.99","6995ff88ce105a66c62d3ac3","2026-02-18T18:06:00.643000","2026-02-18T18:06:00.643000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b81c0ba10ccdb81089b5","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:59.219Z","Adesivo ","0.2","6995ff87075a5e6946d0e7cf","2026-02-18T18:05:59.421000","2026-02-18T18:05:59.421000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b7dda2ffe10b2e1ff13f","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:58.196Z","Palha","0.36","6995ff868994ed53d44ccb88","2026-02-18T18:05:58.406000","2026-02-18T18:05:58.406000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978b782d6b85ecd94ea5177","","Kit Presente","3","Venda de kit: Kit toalha ","2026-02-18T18:05:57.172Z","Bombom ","4.36875","6995ff850159d90c0fa0a65c","2026-02-18T18:05:57.397000","2026-02-18T18:05:57.397000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978c5523e415b4f70b8307e","","Kit Presente","0.5","Venda de kit: Kit toalha ","2026-02-18T18:05:56.250Z","Fita de cetim ","0.9","6995ff84033b8718194c0772","2026-02-18T18:05:56.458000","2026-02-18T18:05:56.458000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978cbdee8b984aee59c4956","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:55.226Z","Panetini ","5.19","6995ff83eea2bf462d2b96ae","2026-02-18T18:05:55.420000","2026-02-18T18:05:55.420000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6972776afd4a66d35200bdb4","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:54.201Z","Caixote liso ","8.99","6995ff82041e73a1c9c7e540","2026-02-18T18:05:54.402000","2026-02-18T18:05:54.402000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978e9d4cb077e9067f11d6a","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:53.197Z","Café solúvel 3 corações ","2.39","6995ff81b73682890952e0f7","2026-02-18T18:05:53.404000","2026-02-18T18:05:53.404000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978eae1f7f8ed11c8fc4006","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:52.051Z","Bolinho laranja ","2.19","6995ff808688a4a19f192d5d","2026-02-18T18:05:52.277000","2026-02-18T18:05:52.277000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978fd6972b65b22b4878105","","Kit Presente","0.5","Venda de kit: Kit toalha ","2026-02-18T18:05:51.130Z","Tecido xadrez verde ","3","6995ff7fe6b5e58653ee1a70","2026-02-18T18:05:51.318000","2026-02-18T18:05:51.318000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978fd98e9e3c226d192dc44","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:50.003Z","Sequinhos ","2.99","6995ff7eb83a7e4982190739","2026-02-18T18:05:50.210000","2026-02-18T18:05:50.210000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6978fdc92c8bbd7d3bb277ae","","Kit Presente","1","Venda de kit: Kit toalha ","2026-02-18T18:05:49.082Z","Suco uva ","7.989999999999999","6995ff7de2e1be95c1c16938","2026-02-18T18:05:49.286000","2026-02-18T18:05:49.286000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69601415a72ac08469782c31","","Kit Presente","0.1","Venda de kit: kit baruc","2026-01-08T20:46:25.923Z","Cesta Redonda 13cm","0.375","696017a243f536702efa4111","2026-01-08T20:46:26.121000","2026-01-08T20:46:26.121000","695c5f50ab63f5b9b84216d2","thebimcare@gmail.com","false"
